,cve,vectorString,Exploitation,Automatable,TechnicalImpact,base_vector,cisa_kev,nuclei,metasploit,exploitdb,poc_github,_Exploitation,KeyPhrases
7970,CVE-2023-6854,,None,No,Partial,,False,False,False,False,False,None,
7971,CVE-2023-6507,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:N,False,False,False,False,False,None,[]
7972,CVE-2023-6985,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,True,Poc,"['unauthorized modification of data', 'missing capability check', 'install arbitrary plugins', 'gain further access to a compromised site']"
7973,CVE-2023-6897,,None,No,Partial,,False,False,False,False,False,None,
7974,CVE-2023-6028,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,"['reflectedcross-site scripting (xss)', 'execute arbitrary javascript code', 'xss']"
7975,CVE-2023-6881,,None,No,Partial,,False,False,False,False,False,None,['possible buffer overflow']
7976,CVE-2023-6356,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,"['kernel panic', 'denial of service', 'null pointer dereference', 'send a set of crafted tcp packages']"
7977,CVE-2023-6993,,None,No,Partial,,False,False,False,False,False,None,
7978,CVE-2023-6068,,None,No,Partial,,False,False,False,False,False,None,[]
7979,CVE-2023-6382,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
7980,CVE-2023-6951,,None,No,Partial,,False,False,False,False,False,None,"['weak credentials', 'perform unauthorized interaction with the network services exposed']"
7981,CVE-2023-6814,,None,No,Partial,,False,False,False,False,False,None,"['sensitive information', 'gain sensitive information']"
7982,CVE-2023-6072,,None,No,Partial,,False,False,False,False,False,None,"['craft cm dashboard internal requests causing arbitrary content', 'causing arbitrary content', 'cross-site scripting']"
7983,CVE-2023-6731,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
7984,CVE-2023-6320,,None,No,Total,,False,False,False,False,False,None,
7985,CVE-2023-6525,,None,No,Partial,,False,False,False,False,False,None,"['stored cross-site scripting', 'cross-site scripting', 'inject arbitrary web scripts']"
7986,CVE-2023-6876,,None,No,Partial,,False,False,False,False,False,None,
7987,CVE-2023-6437,,None,No,Partial,,False,False,False,False,False,None,"['products not being produced and supported', 'os command injection', 'authenticated os command injection', 'improper neutralization of special elements used in an os command']"
7988,CVE-2023-6964,,None,No,Partial,,False,False,False,False,False,None,
7989,CVE-2023-6821,,None,No,Partial,,False,False,False,False,False,None,['read and download php logs without authorization']
7990,CVE-2023-6948,,None,No,Partial,,False,False,False,False,False,None,"['crash of the service', 'denial-of-service', 'missing input size check', 'buffer copy without checking size of input', 'availability']"
7991,CVE-2023-6548,,Active,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,True,False,False,False,True,Active,"['code injection', 'remote code execution', 'improper control of generation of code']"
7992,CVE-2023-6323,,None,No,Partial,,False,False,False,False,False,None,
7993,CVE-2023-6495,,None,No,Partial,,False,False,False,False,False,None,
7994,CVE-2023-6745,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
7995,CVE-2023-6968,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,False,False,False,False,False,None,
7996,CVE-2023-6591,,None,No,Partial,,False,False,False,False,False,None,"['perform cross-site scripting attacks even', 'unfiltered_html', 'does not sanitise and escape some of its settings', 'cross-site scripting']"
7997,CVE-2023-6047,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,"['improper neutralization of input during web page generation', 'reflected xss', 'reflected xss.this issue affects e-commerce software', 'cross-site scripting']"
7998,CVE-2023-6544,,None,No,Partial,,False,False,False,False,False,None,
7999,CVE-2023-6682,,None,No,Partial,,False,False,False,False,False,None,
8000,CVE-2023-6397,,None,No,Partial,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,"['denial-of-service (dos) conditions', 'null pointer dereference', 'denial-of-service (dos']"
8001,CVE-2023-6695,,None,No,Partial,,False,False,False,False,False,None,
8002,CVE-2023-6787,,None,No,Partial,,False,False,False,False,False,None,
8003,CVE-2023-6247,,None,No,Partial,,False,False,False,False,False,None,['application crashing']
8004,CVE-2023-6640,,None,No,Partial,,False,False,False,False,False,None,['malformed nonce get command class packets']
8005,CVE-2023-6322,,None,No,Total,,False,False,False,False,False,None,
8006,CVE-2023-6363,,None,No,Partial,,False,False,False,False,False,None,
8007,CVE-2023-6764,,None,No,Total,,False,False,False,False,False,None,"['achieve unauthorized remote code execution', 'invalid pointer', 'format string']"
8008,CVE-2023-6965,,None,No,Partial,,False,False,False,False,False,None,
8009,CVE-2023-6877,,None,No,Partial,,False,False,False,False,False,None,
8010,CVE-2023-6565,,None,No,Partial,,False,False,False,False,False,None,"['repeated get requests', 'sensitive information exposure', 'sensitive information']"
8011,CVE-2023-6153,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['authentication bypass', 'bypass']"
8012,CVE-2023-6954,,None,No,Partial,,False,False,False,False,False,None,"['stored cross-site scripting', 'cross-site scripting', 'inject arbitrary web scripts']"
8013,CVE-2023-6923,,None,No,Partial,,False,False,False,False,False,None,"['successfully trick a user', 'reflected cross-site scripting', 'cross-site scripting', 'inject arbitrary web scripts']"
8014,CVE-2023-6935,,None,No,Partial,,False,False,False,False,False,None,"['marvin', 'decrypt ciphertexts and forge signatures after probing with']"
8015,CVE-2023-6173,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['sql injection', 'sql command']"
8016,CVE-2023-6962,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
8017,CVE-2023-6325,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
8018,CVE-2023-6260,,None,No,Total,,False,False,False,False,False,None,"['bypassing physical security', 'os command injection', 'improper neutralization of special elements']"
8019,CVE-2023-6324,,None,No,Total,,False,False,False,False,False,None,
8020,CVE-2023-6349,,None,No,Partial,,False,False,False,False,False,None,
8021,CVE-2023-6522,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
8022,CVE-2023-6810,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
8023,CVE-2023-6806,,None,No,Partial,,False,False,False,False,False,None,"['stored cross-site scripting', 'cross-site scripting', 'inject arbitrary web scripts']"
8024,CVE-2023-6502,,None,No,Partial,,False,False,False,False,False,None,
8025,CVE-2023-6257,,Poc,No,Partial,,False,False,False,False,False,None,
8026,CVE-2023-6892,,None,No,Partial,,False,False,False,False,False,None,
8027,CVE-2023-6884,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,"['stored cross-site scripting', 'cross-site scripting', 'inject arbitrary web scripts']"
8028,CVE-2023-6095,,None,No,Total,,False,False,False,False,False,None,
8029,CVE-2023-7243,,None,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['arbitrary code execution', 'out-of-bounds write']"
8030,CVE-2023-7202,,None,No,Partial,,False,False,False,False,False,None,"['exploitable', 'does not have authorisation and csrf checks', 'call it and spam the admin email address']"
8031,CVE-2023-7015,,None,No,Partial,,False,False,False,False,False,None,"['successfully trick a user', 'reflected cross-site scripting', 'cross-site scripting', 'inject arbitrary web scripts']"
8032,CVE-2023-7259,,Poc,No,Partial,,,,,,,Active,
8033,CVE-2023-7258,,None,No,Partial,,False,False,False,False,False,None,
8034,CVE-2023-7064,,None,No,Total,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
8035,CVE-2023-7101,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,Active,No,Total,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,True,False,False,False,False,Active,['arbitrary code execution (ace)']
8036,CVE-2023-7045,,None,No,Partial,,False,False,False,False,False,None,
8037,CVE-2023-7252,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:N,Poc,No,Partial,,False,False,False,False,False,None,
8038,CVE-2023-7028,,Active,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,True,True,True,True,True,Active,['user account password reset emails could be delivered to an unverified email address']
8039,CVE-2023-7264,,None,No,Total,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
8040,CVE-2023-7065,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L,False,False,False,False,False,None,
8041,CVE-2023-7073,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
8042,CVE-2023-7115,,None,No,Partial,,False,False,False,False,False,None,"['stored cross-site scripting', 'perform stored cross-site scripting attacks even', 'does not sanitise and escape some of its settings']"
8043,CVE-2023-7007,,None,No,Partial,,False,False,False,False,False,None,"['does not validate connection requests', 'impersonation attack']"
8044,CVE-2023-7207,,None,No,Partial,,False,False,False,False,False,None,"['path traversal', 'regression']"
8045,CVE-2023-7067,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,False,False,False,False,False,None,
8046,CVE-2023-7030,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
8047,CVE-2023-7241,,None,No,Partial,,False,False,False,False,False,None,
8048,CVE-2023-7236,,None,No,Partial,,False,False,False,False,False,None,"['information exposure', 'contain sensitive information', 'contain information like system errors']"
8049,CVE-2023-7261,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
8050,CVE-2023-7060,,None,No,Partial,,False,False,False,False,False,None,"['ip packet handling', 'does not properly drop ip packets arriving']"
8051,CVE-2023-7164,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,None,Yes,Partial,,False,False,False,False,False,None,
8052,CVE-2023-7240,,None,Yes,Partial,,False,False,False,False,False,None,
8053,CVE-2023-3938,,None,No,Partial,,False,False,False,False,False,None,
8054,CVE-2023-3282,,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['local privilege escalation (pe)', 'elevated privileges']"
8055,CVE-2023-3943,,None,Yes,Total,,False,False,False,False,False,None,
8056,CVE-2023-3758,,None,No,Partial,,False,False,False,False,False,None,
8057,CVE-2023-3942,,None,Yes,Total,,False,False,False,False,False,None,
8058,CVE-2023-3939,,None,Yes,Total,,False,False,False,False,False,None,
8059,CVE-2023-3597,,None,No,Partial,,False,False,False,False,False,None,
8060,CVE-2023-3637,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,"['query a list of security groups for an', 'denial of service', 'resource consumption flaw', 'uncontrolled resource consumption']"
8061,CVE-2023-3010,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,"['dom xss', 'xss']"
8062,CVE-2023-3745,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,False,False,False,False,False,None,"['crash', 'trick the user', 'out-of-bounds read error', 'denial of service', 'heap-based buffer overflow']"
8063,CVE-2023-3972,,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['local privilege escalation', 'disable selinux system-wide)', 'bypassing selinux protections', 'malicious scripts', 'executing arbitrary code']"
8064,CVE-2023-3971,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,True,Poc,"['injecting html', 'capture credentials', 'compromise', 'html injection flaw', 'html injection']"
8065,CVE-2023-3454,,None,No,Total,,False,False,False,False,False,None,
8066,CVE-2023-3384,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,"['xss', 'publish a malicious image to a public registry', 'cross-site scripting', 'cross-site scripting (xss)']"
8067,CVE-2023-3941,,None,Yes,Partial,,False,False,False,False,False,None,
8068,CVE-2023-3243,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['brute force password', 'supported product suchas alertonacm', 'impacted product', 'create new sessions']"
8069,CVE-2023-3347,,None,No,Partial,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,False,False,False,False,False,None,"['perform attacks', 'man-in-the-middle', 'affecting the integrity of the data']"
8070,CVE-2023-3940,,None,Yes,Partial,,False,False,False,False,False,None,
8071,CVE-2023-50180,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,False,False,False,False,False,None,
8072,CVE-2023-50211,,None,No,Total,,False,False,False,False,False,None,
8073,CVE-2023-50207,,None,No,Total,,False,False,False,False,False,None,
8074,CVE-2023-50010,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,Poc,No,Total,,False,False,False,False,False,None,
8075,CVE-2023-50378,,None,No,Partial,,False,False,False,False,False,None,"['stored xss', 'perform unauthorized actions', 'xss']"
8076,CVE-2023-50362,,None,No,Total,,False,False,False,False,False,None,
8077,CVE-2023-50227,,None,No,Total,,False,False,False,False,False,None,
8078,CVE-2023-50374,,None,No,Partial,,False,False,False,False,False,None,"['server-side request forgery', 'ssrf', 'server-side request forgery (ssrf)']"
8079,CVE-2023-50231,,None,No,Partial,,False,False,False,False,False,None,
8080,CVE-2023-50230,,None,No,Total,,False,False,False,False,False,None,
8081,CVE-2023-50949,,None,No,Partial,,False,False,False,False,False,None,
8082,CVE-2023-50226,,None,No,Total,,False,False,False,False,True,Poc,
8083,CVE-2023-50436,,None,No,Partial,,False,False,False,False,False,None,['ns_server admin credentials']
8084,CVE-2023-50007,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,None,No,Total,,False,False,False,False,False,None,
8085,CVE-2023-50206,,None,No,Total,,False,False,False,False,False,None,
8086,CVE-2023-50210,,None,No,Total,,False,False,False,False,False,None,
8087,CVE-2023-50364,,None,No,Total,,False,False,False,False,False,None,
8088,CVE-2023-50221,,None,No,Total,,False,False,False,False,False,None,
8089,CVE-2023-50763,,None,No,Partial,,False,False,False,False,False,None,
8090,CVE-2023-50260,,Poc,No,Total,,False,False,False,False,False,None,
8091,CVE-2023-50186,,None,No,Total,,False,False,False,False,False,None,
8092,CVE-2023-50217,,None,No,Total,,False,False,False,False,False,None,
8093,CVE-2023-50201,,None,No,Total,,False,False,False,False,False,None,
8094,CVE-2023-50190,,None,No,Total,,False,False,False,False,False,None,
8095,CVE-2023-50939,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,False,False,False,False,False,None,"['decrypt highly sensitive information', 'weaker than expected cryptographic algorithms']"
8096,CVE-2023-50915,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,Poc,No,Partial,,False,False,False,False,False,None,
8097,CVE-2023-50328,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,"['url query strings', 'view session identifiers passed']"
8098,CVE-2023-50386,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,True,False,True,Poc,"['untrusted control sphere', 'directories', 'improper control of dynamically-managed code resources', 'unrestricted upload of file with dangerous type']"
8099,CVE-2023-50312,,None,No,Partial,,False,False,False,False,False,None,"['honor user configuration', 'failure to honor user configuration']"
8100,CVE-2023-50191,,None,No,Total,,False,False,False,False,False,None,
8101,CVE-2023-50938,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,False,False,False,False,False,None,"['hijack the clicking action of the victim', 'hijack the victims click actions and possibly']"
8102,CVE-2023-50200,,None,No,Total,,False,False,False,False,False,None,
8103,CVE-2023-50216,,None,No,Total,,False,False,False,False,False,None,
8104,CVE-2023-50187,,None,No,Total,,False,False,False,False,False,None,
8105,CVE-2023-50168,,None,No,Partial,,False,False,False,False,False,None,"['xxe issue', 'xxe']"
8106,CVE-2023-50220,,None,No,Total,,False,False,False,False,False,None,
8107,CVE-2023-50059,,None,No,Partial,,False,False,False,False,False,None,
8108,CVE-2023-50235,,None,No,Total,,False,False,False,False,False,None,
8109,CVE-2023-50223,,None,No,Total,,False,False,False,False,False,None,
8110,CVE-2023-50937,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,False,False,False,False,False,None,"['decrypt highly sensitive information', 'weaker than expected cryptographic algorithms']"
8111,CVE-2023-50219,,None,No,Total,,False,False,False,False,False,None,
8112,CVE-2023-50167,,None,No,Partial,,False,False,False,False,False,None,['xss']
8113,CVE-2023-50188,,None,No,Total,,False,False,False,False,False,None,
8114,CVE-2023-50192,,None,No,Total,,False,False,False,False,False,None,
8115,CVE-2023-50203,,None,No,Total,,False,False,False,False,False,None,
8116,CVE-2023-50215,,None,No,Total,,False,False,False,False,False,None,
8117,CVE-2023-50307,,None,No,Partial,,False,False,False,False,False,None,
8118,CVE-2023-50306,,None,No,Partial,,False,False,False,False,False,None,['enumerate usernames due to an observable response discrepancy']
8119,CVE-2023-50214,,None,No,Total,,False,False,False,False,False,None,
8120,CVE-2023-50717,,Poc,No,Partial,,False,False,False,False,False,None,
8121,CVE-2023-50202,,None,No,Total,,False,False,False,False,False,None,
8122,CVE-2023-50890,,None,No,Total,,False,False,False,False,False,None,
8123,CVE-2023-50193,,None,No,Total,,False,False,False,False,False,None,
8124,CVE-2023-50804,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
8125,CVE-2023-50445,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,True,False,False,Poc,"['shell injection', 'execute arbitrary code']"
8126,CVE-2023-50900,,None,No,Partial,,False,False,False,False,False,None,
8127,CVE-2023-50189,,None,No,Total,,False,False,False,False,False,None,
8128,CVE-2023-50218,,None,No,Total,,False,False,False,False,False,None,
8129,CVE-2023-50977,,,,,,False,False,False,False,False,None,
8130,CVE-2023-50961,,None,No,Partial,,False,False,False,False,False,None,"['embed arbitrary javascript code', 'stored cross-site scripting', 'credentials disclosure']"
8131,CVE-2023-50936,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['impersonate another user', 'does not invalidate session after logout']"
8132,CVE-2023-50222,,None,No,Total,,False,False,False,False,False,None,
8133,CVE-2023-50234,,None,No,Total,,False,False,False,False,False,None,
8134,CVE-2023-50950,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,['disclose sensitive email information']
8135,CVE-2023-50229,,None,No,Total,,False,False,False,False,False,None,
8136,CVE-2023-50803,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,False,False,False,False,False,None,
8137,CVE-2023-50194,,None,No,Total,,False,False,False,False,False,None,
8138,CVE-2023-50205,,None,No,Total,,False,False,False,False,False,None,
8139,CVE-2023-50213,,None,No,Total,,False,False,False,False,False,None,
8140,CVE-2023-50726,,None,No,Partial,,False,False,False,False,False,None,"['eliminate the issue without removing rbac access is', 'temporarily override an applications manifests with locally', 'validation bug', 'bypass any merge protections', 'branch protection bypass', 'sync local manifests']"
8141,CVE-2023-50225,,None,No,Total,,False,False,False,False,False,None,
8142,CVE-2023-50198,,None,No,Total,,False,False,False,False,False,None,
8143,CVE-2023-50209,,None,No,Total,,False,False,False,False,False,None,
8144,CVE-2023-50658,,None,No,Partial,,False,False,False,False,False,None,"['denial of service (cpu consumption', 'denial of service (cpu consumption)', 'cpu consumption']"
8145,CVE-2023-50208,,None,No,Total,,False,False,False,False,False,None,
8146,CVE-2023-50875,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,"['improper neutralization of input during web page generation', 'stored xss', 'stored xss.this issue affects sensei lms online', 'cross-site scripting']"
8147,CVE-2023-50199,,None,No,Total,,False,False,False,False,False,None,
8148,CVE-2023-50224,,None,No,Partial,,False,False,False,False,False,None,
8149,CVE-2023-50361,,None,No,Total,,False,False,False,False,False,None,
8150,CVE-2023-50009,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:H,Poc,No,Total,,False,False,False,False,False,None,
8151,CVE-2023-50232,,None,No,Total,,False,False,False,False,False,None,
8152,CVE-2023-50029,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,None,Yes,Total,,False,False,False,False,True,Poc,
8153,CVE-2023-50212,,None,No,Partial,,False,False,False,False,False,None,
8154,CVE-2023-50204,,None,No,Total,,False,False,False,False,False,None,
8155,CVE-2023-50195,,None,No,Total,,False,False,False,False,False,None,
8156,CVE-2023-50228,,None,No,Total,,False,False,False,False,False,None,
8157,CVE-2023-35716,,None,No,Total,,False,False,False,False,False,None,
8158,CVE-2023-35192,,None,No,Total,,False,False,False,False,False,None,
8159,CVE-2023-35741,,None,No,Total,,False,False,False,False,False,None,
8160,CVE-2023-35757,,None,No,Total,,False,False,False,False,False,None,
8161,CVE-2023-35720,,None,No,Total,,False,False,False,False,False,None,
8162,CVE-2023-35366,,None,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['remote code execution']
8163,CVE-2023-35736,,None,No,Total,,False,False,False,False,False,None,
8164,CVE-2023-35737,,None,No,Total,,False,False,False,False,False,None,
8165,CVE-2023-35721,,None,No,Total,,False,False,False,False,False,None,
8166,CVE-2023-35701,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
8167,CVE-2023-35644,,None,Yes,Total,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['service elevation of privilege']
8168,CVE-2023-35756,,None,No,Total,,False,False,False,False,False,None,
8169,CVE-2023-35740,,None,No,Total,,False,False,False,False,False,None,
8170,CVE-2023-35310,,None,No,Total,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['remote code execution']
8171,CVE-2023-35726,,None,No,Partial,,False,False,False,False,False,None,
8172,CVE-2023-35730,,None,No,Total,,False,False,False,False,False,None,
8173,CVE-2023-35858,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Poc,Yes,Partial,,False,False,False,False,False,None,
8174,CVE-2023-35710,,None,No,Total,,False,False,False,False,False,None,
8175,CVE-2023-35747,,None,No,Total,,False,False,False,False,False,None,
8176,CVE-2023-35317,,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['elevation of privilege']
8177,CVE-2023-35881,,None,No,Partial,,False,False,False,False,False,None,
8178,CVE-2023-35751,,None,No,Total,,False,False,False,False,False,None,
8179,CVE-2023-35950,,Poc,No,Total,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
8180,CVE-2023-35045,,None,No,Partial,,False,False,False,False,False,None,
8181,CVE-2023-35951,,None,No,Total,,False,False,False,False,False,None,
8182,CVE-2023-35357,,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['windows kernel elevation of privilege']
8183,CVE-2023-35750,,None,No,Total,,False,False,False,False,False,None,
8184,CVE-2023-35746,,None,No,Total,,False,False,False,False,False,None,
8185,CVE-2023-35336,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L,False,False,False,False,False,None,"['security feature bypass', 'windows mshtml platform security feature bypass']"
8186,CVE-2023-35361,,None,No,Total,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['windows kernel elevation of privilege']
8187,CVE-2023-35731,,None,No,Total,,False,False,False,False,False,None,
8188,CVE-2023-35727,,None,No,Total,,False,False,False,False,False,None,
8189,CVE-2023-35320,,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['telemetry elevation of privilege']
8190,CVE-2023-35732,,None,No,Total,,False,False,False,False,False,None,
8191,CVE-2023-35724,,None,No,Total,,False,False,False,False,False,None,
8192,CVE-2023-35319,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,"['remote procedure call runtime denial of service', 'denial of service']"
8193,CVE-2023-35381,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['remote code execution', 'windows fax service remote code execution']"
8194,CVE-2023-35728,,None,No,Total,,False,False,False,False,False,None,
8195,CVE-2023-35952,,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
8196,CVE-2023-35303,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['remote code execution']
8197,CVE-2023-35753,,None,No,Total,,False,False,False,False,False,None,
8198,CVE-2023-35745,,None,No,Total,,False,False,False,False,False,None,
8199,CVE-2023-35315,,None,No,Total,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['remote code execution', 'windows bridge network driver remote code execution']"
8200,CVE-2023-35712,,None,No,Total,,False,False,False,False,False,None,
8201,CVE-2023-35713,,None,No,Total,,False,False,False,False,False,None,
8202,CVE-2023-35744,,None,No,Total,,False,False,False,False,True,Poc,
